Measurement time:; 19/5/2024 14:18:56
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Crossline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 21,1; 81,41; 288144,7; 68,10
0,0; 0,0; 20,1; 90,22; 319316,7; 75,00
0,0; 0,0; 19,1; 97,97; 346740,4; 81,31
0,0; 0,0; 18,1; 104,15; 368635,8; 86,28
0,0; 0,0; 17,1; 110,67; 391696,0; 91,09
0,0; 0,0; 16,1; 115,15; 407564,4; 94,59
0,0; 0,0; 15,1; 118,68; 420045,3; 97,30
0,0; 0,0; 14,1; 121,37; 429569,3; 98,99
0,0; 0,0; 13,1; 123,21; 436095,7; 99,99
0,0; 0,0; 12,1; 123,67; 437714,6; 100,00
0,0; 0,0; 11,1; 123,14; 435836,1; 99,73
0,0; 0,0; 10,1; 122,78; 434573,3; 98,63
0,0; 0,0; 9,1; 120,90; 427911,3; 97,06
0,0; 0,0; 8,1; 119,20; 421880,6; 95,51
0,0; 0,0; 7,1; 117,03; 414216,0; 93,30
0,0; 0,0; 6,1; 115,00; 407023,5; 91,50
0,0; 0,0; 5,0; 112,34; 397617,8; 89,22
0,0; 0,0; 4,1; 110,18; 389950,7; 87,26
0,0; 0,0; 3,0; 108,06; 382466,7; 85,12
0,0; 0,0; 2,0; 105,41; 373074,2; 83,04
0,0; 0,0; 1,0; 103,70; 367015,9; 81,23
0,0; 0,0; 0,0; 101,85; 360481,5; 79,77


Measurement time:; 19/5/2024 14:21:08
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Inline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
-149,6; 0,0; 18,3; 0,46; 1629,7; 0,47
-148,8; 0,0; 18,3; 0,64; 2279,2; 0,62
-147,5; 0,0; 18,3; 0,63; 2233,0; 0,61
-146,7; 0,0; 18,3; 0,67; 2376,9; 0,65
-145,7; 0,0; 18,3; 0,68; 2405,2; 0,66
-144,8; 0,0; 18,3; 0,68; 2404,8; 0,66
-143,6; 0,0; 18,3; 0,70; 2461,6; 0,68
-142,6; 0,0; 18,3; 0,72; 2542,7; 0,69
-141,8; 0,0; 18,3; 0,73; 2575,9; 0,70
-140,5; 0,0; 18,3; 0,75; 2656,6; 0,73
-139,5; 0,0; 18,3; 0,75; 2668,0; 0,73
-138,3; 0,0; 18,3; 0,83; 2924,8; 0,80
-137,8; 0,0; 18,3; 0,82; 2894,0; 0,79
-136,8; 0,0; 18,3; 0,83; 2934,8; 0,80
-135,6; 0,0; 18,3; 0,87; 3075,0; 0,84
-134,6; 0,0; 18,3; 0,98; 3466,9; 0,94
-133,8; 0,0; 18,3; 1,00; 3551,9; 0,97
-132,6; 0,0; 18,3; 1,09; 3863,5; 1,06
-130,6; 0,0; 18,3; 1,22; 4309,3; 1,18
-130,6; 0,0; 18,3; 1,37; 4852,6; 1,33
-129,7; 0,0; 18,3; 1,45; 5141,5; 1,40
-127,3; 0,0; 18,3; 2,00; 7093,1; 1,94
-127,4; 0,0; 18,3; 2,09; 7385,0; 2,02
-126,8; 0,0; 18,3; 2,14; 7569,4; 2,07
-125,5; 0,0; 18,3; 2,70; 9558,9; 2,61
-124,2; 0,0; 18,3; 3,47; 12271,3; 3,34
-123,5; 0,0; 18,3; 4,06; 14360,1; 3,92
-122,7; 0,0; 18,3; 4,56; 16127,3; 4,42
-121,5; 0,0; 18,3; 5,94; 21016,5; 5,73
-120,5; 0,0; 18,3; 7,44; 26322,0; 7,19
-119,6; 0,0; 18,3; 8,77; 31024,2; 8,45
-118,6; 0,0; 18,3; 10,28; 36371,9; 9,95
-117,4; 0,0; 18,3; 12,58; 44534,6; 12,28
-116,6; 0,0; 18,3; 14,95; 52923,4; 14,46
-115,6; 0,0; 18,3; 17,56; 62156,0; 16,97
-114,5; 0,0; 18,3; 21,09; 74635,2; 20,42
-113,5; 0,0; 18,3; 24,26; 85878,2; 23,50
-112,6; 0,0; 18,3; 28,16; 99681,4; 27,22
-111,5; 0,0; 18,3; 32,22; 114022,6; 31,10
-110,6; 0,0; 18,3; 36,92; 130664,9; 35,77
-109,5; 0,0; 18,3; 41,25; 145997,6; 39,90
-108,5; 0,0; 18,3; 45,32; 160412,1; 43,94
-107,5; 0,0; 18,3; 51,00; 180491,0; 49,22
-106,5; 0,0; 18,3; 56,28; 199189,6; 54,36
-105,5; 0,0; 18,3; 59,76; 211510,7; 57,93
-104,5; 0,0; 18,3; 64,73; 229083,5; 62,61
-103,5; 0,0; 18,3; 69,02; 244285,1; 66,76
-102,5; 0,0; 18,3; 72,73; 257401,4; 70,43
