Measurement time:; 13/8/2024 16:21:48
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 60 x 60 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 25,9; 117,70; 371246,3; 100,00
0,0; 0,0; 24,9; 117,84; 371690,7; 100,00
0,0; 0,0; 23,9; 117,89; 371843,9; 99,88
0,0; 0,0; 22,9; 117,98; 372146,0; 99,70
0,0; 0,0; 21,9; 118,18; 372773,4; 99,71
0,0; 0,0; 20,9; 118,14; 372649,3; 99,53
0,0; 0,0; 19,9; 118,17; 372721,2; 99,39
0,0; 0,0; 18,9; 118,02; 372272,0; 99,09
0,0; 0,0; 17,9; 118,00; 372196,4; 98,92
0,0; 0,0; 16,9; 117,99; 372157,7; 98,64
0,0; 0,0; 15,9; 117,90; 371866,8; 98,54
0,0; 0,0; 14,9; 117,72; 371322,9; 98,31
0,0; 0,0; 13,9; 117,71; 371268,5; 97,95
0,0; 0,0; 12,9; 117,51; 370663,1; 97,63
0,0; 0,0; 11,9; 117,37; 370216,9; 97,33
0,0; 0,0; 10,9; 117,15; 369499,2; 97,03
0,0; 0,0; 9,8; 116,78; 368355,5; 96,62
0,0; 0,0; 8,9; 116,50; 367466,9; 96,15
0,0; 0,0; 7,8; 116,26; 366697,5; 95,80
0,0; 0,0; 6,8; 115,73; 365026,8; 95,28
0,0; 0,0; 5,8; 115,22; 363432,2; 94,68
0,0; 0,0; 4,8; 114,56; 361347,8; 94,06
0,0; 0,0; 3,8; 113,77; 358847,4; 93,21
0,0; 0,0; 2,8; 112,68; 355410,2; 92,20
0,0; 0,0; 1,8; 111,56; 351866,1; 91,14
0,0; 0,0; 0,0; 110,41; 348240,6; 89,96


Measurement time:; 13/8/2024 14:43:46
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 40,0; 1,02; 3215,9; 0,96
0,0; 0,0; 39,4; 1,05; 3322,1; 0,97
0,0; 0,0; 38,2; 1,10; 3468,2; 1,00
0,0; 0,0; 37,2; 1,16; 3659,6; 1,05
0,0; 0,0; 36,2; 1,41; 4438,1; 1,27
0,0; 0,0; 35,2; 1,74; 5482,3; 1,56
0,0; 0,0; 34,2; 2,50; 7878,0; 2,24
0,0; 0,0; 33,2; 3,65; 11513,8; 3,25
0,0; 0,0; 32,2; 5,76; 18158,6; 5,10
0,0; 0,0; 31,2; 8,15; 25703,0; 7,19
0,0; 0,0; 30,2; 12,12; 38220,6; 10,71
0,0; 0,0; 29,2; 16,44; 51851,6; 14,27
0,0; 0,0; 28,2; 22,55; 71127,9; 19,69
0,0; 0,0; 27,2; 29,07; 91706,8; 25,45
0,0; 0,0; 26,2; 38,45; 121290,0; 33,21
0,0; 0,0; 25,1; 45,45; 143344,0; 38,98
0,0; 0,0; 24,1; 54,56; 172097,6; 46,87
0,0; 0,0; 23,1; 63,56; 200476,9; 54,61
0,0; 0,0; 22,1; 73,09; 230526,7; 61,81
0,0; 0,0; 21,1; 80,79; 254835,9; 69,10
0,0; 0,0; 20,1; 89,90; 283552,5; 75,71
0,0; 0,0; 19,1; 96,15; 303278,1; 81,63
0,0; 0,0; 18,1; 104,30; 328989,0; 86,84
0,0; 0,0; 17,1; 108,36; 341792,0; 90,96
0,0; 0,0; 16,1; 113,48; 357930,2; 94,58
0,0; 0,0; 15,1; 117,15; 369519,0; 97,16
0,0; 0,0; 14,1; 118,88; 374964,4; 98,79
0,0; 0,0; 13,1; 121,44; 383057,4; 99,88
0,0; 0,0; 12,1; 120,71; 380733,6; 100,00
0,0; 0,0; 11,1; 121,95; 384657,7; 99,69
0,0; 0,0; 10,1; 120,76; 380887,6; 98,69
0,0; 0,0; 9,1; 119,16; 375863,0; 97,21
0,0; 0,0; 8,1; 117,66; 371116,8; 95,52
0,0; 0,0; 7,1; 115,67; 364852,3; 93,66
0,0; 0,0; 6,0; 113,96; 359462,6; 91,86
0,0; 0,0; 5,0; 111,13; 350533,9; 89,56
0,0; 0,0; 4,0; 109,58; 345621,8; 87,92
0,0; 0,0; 3,0; 106,32; 335364,2; 85,59
0,0; 0,0; 2,0; 105,07; 331396,2; 83,68
0,0; 0,0; 1,0; 102,25; 322529,5; 81,71
0,0; 0,0; 0,0; 101,78; 321042,4; 80,26


Measurement time:; 13/8/2024 14:47:12
Radiation device:; Synergy Accelerator
Energy:; 15 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 90,0; 3,45; 10887,0; 3,61
0,0; 0,0; 89,4; 3,65; 11512,3; 3,58
0,0; 0,0; 88,2; 3,71; 11703,2; 3,62
0,0; 0,0; 87,2; 3,74; 11794,4; 3,65
0,0; 0,0; 86,2; 3,72; 11742,9; 3,61
0,0; 0,0; 85,2; 3,76; 11855,9; 3,64
0,0; 0,0; 84,2; 3,80; 11974,9; 3,66
0,0; 0,0; 83,2; 3,82; 12050,5; 3,67
0,0; 0,0; 82,2; 3,88; 12233,2; 3,72
0,0; 0,0; 81,2; 3,93; 12387,9; 3,75
0,0; 0,0; 80,2; 4,02; 12690,7; 3,83
0,0; 0,0; 79,2; 4,19; 13200,5; 3,97
0,0; 0,0; 78,2; 4,39; 13837,6; 4,15
0,0; 0,0; 77,2; 4,73; 14904,1; 4,45
