Measurement time:; 12/8/2024 14:20:21
Radiation device:; Platform Accelerator
Energy:; 6 MV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 133,8; 63,70; 199189,0; 60,20
0,0; 0,0; 132,8; 63,96; 200007,1; 60,46
0,0; 0,0; 131,8; 64,39; 201331,1; 60,79
0,0; 0,0; 130,8; 64,64; 202130,4; 61,05
0,0; 0,0; 129,8; 64,97; 203159,6; 61,34
0,0; 0,0; 128,8; 65,23; 203958,6; 61,59
0,0; 0,0; 127,8; 65,55; 204958,4; 61,86
0,0; 0,0; 126,8; 65,83; 205852,7; 62,23
0,0; 0,0; 125,8; 66,19; 206955,7; 62,51
0,0; 0,0; 124,8; 66,51; 207969,9; 62,81
0,0; 0,0; 123,8; 66,79; 208833,6; 63,08
0,0; 0,0; 122,8; 67,16; 209991,1; 63,37
0,0; 0,0; 121,8; 67,42; 210802,5; 63,60
0,0; 0,0; 120,8; 67,72; 211750,7; 63,95
0,0; 0,0; 119,8; 68,17; 213141,3; 64,35
0,0; 0,0; 118,8; 68,38; 213802,7; 64,59
0,0; 0,0; 117,8; 68,73; 214892,3; 64,94
0,0; 0,0; 116,8; 69,10; 216062,9; 65,14
0,0; 0,0; 115,8; 69,37; 216921,1; 65,49
0,0; 0,0; 114,8; 69,68; 217892,6; 65,76
0,0; 0,0; 113,8; 69,97; 218797,8; 66,05
0,0; 0,0; 112,8; 70,34; 219939,9; 66,39
0,0; 0,0; 111,8; 70,69; 221033,8; 66,75
0,0; 0,0; 110,8; 71,05; 222168,8; 67,01
0,0; 0,0; 109,8; 71,29; 222923,1; 67,38
0,0; 0,0; 108,7; 71,58; 223834,4; 67,54
0,0; 0,0; 107,7; 71,95; 224970,3; 67,94
0,0; 0,0; 106,7; 72,38; 226318,7; 68,27
0,0; 0,0; 105,7; 72,70; 227312,7; 68,64
0,0; 0,0; 104,7; 73,03; 228353,8; 68,89
0,0; 0,0; 103,7; 73,33; 229291,6; 69,28
0,0; 0,0; 102,7; 73,76; 230631,4; 69,60
0,0; 0,0; 101,7; 73,93; 231169,4; 69,80
0,0; 0,0; 100,7; 74,36; 232502,1; 70,20
0,0; 0,0; 99,7; 74,70; 233576,1; 70,48
0,0; 0,0; 98,7; 75,02; 234565,5; 70,89
0,0; 0,0; 97,7; 75,39; 235735,6; 71,16
0,0; 0,0; 96,7; 75,74; 236820,6; 71,51
0,0; 0,0; 95,7; 76,04; 237777,2; 71,78
